CODIGO DE PRODUCTO,CODIGO DE CLASE,DESCRPCION DE PRODUCTO
50325440-,503254,50325440-PERA ROSEY ROJO SECA
50325441-,503254,50325441-PERA ROSY ROJA SECA
50325442-,503254,50325442-PERA MAJESTUOSA ROYAL SECA
50325443-,503254,50325443-PERA RUBY ROJO SECA
50325444-,503254,50325444-PERA SANTA MARIA SECA
50325445-,503254,50325445-PERA SECKEL SECA
50325446-,503254,50325446-PERA SENSACIÓN SECA
50325447-,503254,50325447-PERA CRIMSON ESTRELLA SECA
50325448-,503254,50325448-PERA CRIMSON STARK SECA
50325449-,503254,50325449-PERA BARTLETTE DE VERANO SECA
50325450-,503254,50325450-PERA VERANO DORADO SECA
50325451-,503254,50325451-PERA SOL DORADO SECA
50325452-,503254,50325452-PERA SUNPRITE SECA
50325453-,503254,50325453-PERA TAYLORS DORADO SECA
50325454-,503254,50325454-PERA TAYLORS ROJO SECA
50325455-,503254,50325455-PERA TIENTSIN SECA
50325456-,503254,50325456-PERA TOSCA SECA
50325457-,503254,50325457-PERA WARDEN  SECA
50325458-,503254,50325458-PERA WILLIAMS BON CHRETIEN SECA
50325459-,503254,50325459-PERA WILLIAMS SECA
50325460-,503254,50325460-PERA NELIS DE INVIERNO SECA
5032551-,503255,50325501-CAQUI AMERICANO SECA
5032552-,503255,50325502-CAQUI SAPOTE NEGRO SECA
5032553-,503255,50325503-CAQUI CHAPOTE / NEGRO SECA
5032554-,503255,50325504-CAQUI DÁTALE CIRUELA SECA
5032555-,503255,50325505-CAQUI FUYU SECA
5032556-,503255,50325506-CAQUI GIGANTE FUYU SECA
5032557-,503255,50325507-CAQUI HACHIYA SECA
5032558-,503255,50325508-CAQUI MANTEQUILLA / MABOLO SECA
5032559-,503255,50325509-CAQUI PRÍNCIPE ITO SECA
50325510-,503255,50325510-CAQUI BRILLANTE ROYAL SECA
50325511-,503255,50325511-CAQUI SHARON SECA
50325512-,503255,50325512-CAQUI TRIUMPH SECA
5032561-,503256,50325601-PIÑA CHIRIMOYA SECA
5032562-,503256,50325602-PIÑA DORADA SECA
5032563-,503256,50325603-PIÑA HILO SECA
5032564-,503256,50325604-PIÑA KONA SUGARLOAF SECA
5032565-,503256,50325605-PIÑA REINA NATAL SECA
5032566-,503256,50325606-PIÑA PERNABUCO SECA
5032567-,503256,50325607-PIÑA ESPAÑOL ROJO SECA
5032568-,503256,50325608-PIÑA CAYEN SUAVE SECA
5032569-,503256,50325609-PIÑA SUGARLOAF SECA
50325610-,503256,50325610-PIÑA VARIEGATED SECA
5032571-,503257,50325701-CIRUELO / DAMASCO NEGRO KAT SECO
5032572-,503257,50325702-CIRUELO / DAMASCO GUSTO AZUL SECO
5032573-,503257,50325703-CIRUELO / DAMASCO CORAZÓN DE CRIMSON SECO
5032574-,503257,50325704-CIRUELO / DAMASCO DAPPLY DANDY SECO
5032575-,503257,50325705-CIRUELO / DAMASCO DAPPLE FUEGO SECO
5032576-,503257,50325706-CIRUELO / DAMASCO  DAPPLE TEMPRANO SECO
5032577-,503257,50325707-CIRUELO / DAMASCO  CAÍDA DE SABOR SECO
5032578-,503257,50325708-CIRUELO / DAMASCO SABOR DE ORO SECO
5032579-,503257,50325709-CIRUELO / DAMASCO SABOR GRANADA SECO
50325710-,503257,50325710-CIRUELO / DAMASCO SABOR DE CORAZÓN SECO
50325711-,503257,50325711-CIRUELO / DAMASCO JOYA DE SABOR SECO
50325712-,503257,50325712-CIRUELO / DAMASCO SABOR DE REY SECO
50325713-,503257,50325713-CIRUELO / DAMASCO SABOR DE REINA SECO
50325714-,503257,50325714-CIRUELO / DAMASCO SABOR SUPREMO SECO
50325715-,503257,50325715-CIRUELO / DAMASCO SABOR PREMIO SECO
50325716-,503257,50325716-CIRUELO / DAMASCO SABORELLA SECO
50325717-,503257,50325717-CIRUELO / DAMASCO SABORRICO SECO
50325718-,503257,50325718-CIRUELO / DAMASCO  SABOR ROSA SECO
50325719-,503257,50325719-CIRUELO / DAMASCO ORGULLO GEO SECO
50325720-,503257,50325720-CIRUELO / DAMASCO KAT ROJO SECO
50325721-,503257,50325721-CIRUELO / DAMASCO PREMIO ROYAL SECO
50325722-,503257,50325722-CIRUELO / DAMASCO ROSA SIERRA SECO
50325723-,503257,50325723-CIRUELO / DAMASCO GEISHA DULCE SECO
5032581-,503258,50325801-CIRUELA JOYA AMBER SECA
5032582-,503258,50325802-CIRUELA ANGELENO SECA
5032583-,503258,50325803-CIRUELA AURORA SECA
5032584-,503258,50325804-CIRUELA OTOÑO BONITO SECA
5032585-,503258,50325805-CIRUELA GIGANTE DE OTOÑO SECA
5032586-,503258,50325806-CIRUELA ORGULLO DE OTOÑO SECA
5032587-,503258,50325807-CIRUELA ROSA DE OTOÑO SECA
5032588-,503258,50325808-CIRUELA PLAYERO SECA
5032589-,503258,50325809-CIRUELA BETTY ANNE SECA
50325810-,503258,50325810-CIRUELA BELLEZA NEGRA SECA
50325811-,503258,50325811-CIRUELA BULLASE NEGRA SECA
50325812-,503258,50325812-CIRUELA DIAMANTE NEGRO SECA
50325813-,503258,50325813-CIRUELA GIGANTE NEGRO SECA
50325814-,503258,50325814-CIRUELA HIELO NEGRO SECA
50325815-,503258,50325815-CIRUELA ESPLENDOR NEGRO SECA
50325816-,503258,50325816-CIRUELA ÁMBAR NEGRO SECA
50325817-,503258,50325817-CIRUELA VINO TINTO SECA
50325818-,503258,50325818-CIRUELA  CARLSBAD SECA
50325819-,503258,50325819-CIRUELA CASSELMAN SECA
50325820-,503258,50325820-CIRUELA CATALINA SECA
50325821-,503258,50325821-CIRUELA DAMSON SECA
50325822-,503258,50325822-CIRUELA DOLLY SECA
50325823-,503258,50325823-CIRUELA EARLIREINA SECA
50325824-,503258,50325824-CIRUELA ROSA EARLY SECA
50325825-,503258,50325825-CIRUELA ÉBANO MAYO SECA
50325826-,503258,50325826-CIRUELA ÉBANO SECA
50325827-,503258,50325827-CIRUELA CORAZÓN DE ELEFANTE SECA
50325828-,503258,50325828-CIRUELA BELLEZA DE ESMERALDA SECA
50325829-,503258,50325829-CIRUELA EMPERATRIZ SECA
50325830-,503258,50325830-CIRUELA LIBERTAD SECA
50325831-,503258,50325831-CIRUELA FRIAR SECA
50325832-,503258,50325832-CIRUELA ROJO GAR SECA
50325833-,503258,50325833-CIRUELA GOBERNADOR SECA
50325834-,503258,50325834-CIRUELA ROSA GRANDE SECA
50325835-,503258,50325835-CIRUELA GREEN GAGE SECA
50325836-,503258,50325836-CIRUELA GREENGAGE SECA
50325837-,503258,50325837-CIRUELA HIROMI SECA
50325838-,503258,50325838-CIRUELA HIROMI ROJO SECA
50325839-,503258,50325839-CIRUELA VACACION SECA
50325840-,503258,50325840-CIRUELA HOWARD SOL SECA
50325841-,503258,50325841-CIRUELA TIPO INTERSPECIFIC SECA
50325842-,503258,50325842-CIRUELA JAMAICO SECA
50325843-,503258,50325843-CIRUELA JOANNA ROJO SECA
50325844-,503258,50325844-CIRUELA KELSEY SECA
50325845-,503258,50325845-CIRUELA JAIME REY SECA
50325846-,503258,50325846-CIRUELA LARODA SECA
50325847-,503258,50325847-CIRUELA ROSA TARDE SECA
50325848-,503258,50325848-CIRUELA ROSA LINDA SECA
50325849-,503258,50325849-CIRUELA ESTRELLA SOLITARIA SECA
50325850-,503258,50325850-CIRUELA MARIPOSA SECA
50325851-,503258,50325851-CIRUELA MERCADO NEGRO SECA
50325852-,503258,50325852-CIRUELA MERCADO ROJO SECA
50325853-,503258,50325853-CIRUELA MARIBEL SECA
50325854-,503258,50325854-CIRUELAS SOL DE OCTUBRE SECA
50325855-,503258,50325855-CIRUELA OWEN T SECA
50325856-,503258,50325856-CIRUELA PERDRIGON SECA
50325857-,503258,50325857-CIRUELA PLACER ROSADO SECA
50325858-,503258,50325858-CIRUELA  PRESIDENTE SECA
50325859-,503258,50325859-CIRUELA HORA PRIMA SECA
50325860-,503258,50325860-CIRUELA MAJESTAD PURPURA SECA
50325861-,503258,50325861-CIRUELA REINA ROSA SECA
50325862-,503258,50325862-CIRUELA QUETSCH SECA
50325863-,503258,50325863-CIRUELA BELLEZA ROJA SECA
50325864-,503258,50325864-CIRUELA CAMINO ROJO SECA
50325865-,503258,50325865-CIRUELA RAM ROJO SECA
50325866-,503258,50325866-CIRUELA ROSA ROJA SECA
50325867-,503258,50325867-CIRUELA ROJO RICO SECA
50325868-,503258,50325868-CIRUELA ROMARO SECA
50325869-,503258,50325869-CIRUELA DIAMANTE ROJO SECA
50325870-,503258,50325870-CIRUELA ROJO ROYAL SECA
50325871-,503258,50325871-CIRUELA ROYAL ZEE SECA
50325872-,503258,50325872-CIRUELA ROYSUM SECA
50325873-,503258,50325873-CIRUELA SANTA ROSA SECA
50325874-,503258,50325874-CIRUELA ZAFIRO SECA
50325875-,503258,50325875-CIRUELA SLOE SECA
50325876-,503258,50325876-CIRUELA STA CATHERINE SECA
50325877-,503258,50325877-CIRUELA BULLASE BLANCO SECA
5032591-,503259,50325901-GRANADA FOOTHHILL SECA
5032592-,503259,"50325902-GRANADA, GRANADA SECA"
5032593-,503259,50325903-GRANADA ROJO FELIZ SECA
5032594-,503259,50325904-GRANADA NANA SECA
5032595-,503259,50325905-GRANADA ROJO DE PAT SECA
5032596-,503259,50325906-GRANADA PINKHAN SEC
5032597-,503259,50325907-GRANADA TERCIOPELO MORADO SECA
5032598-,503259,50325908-GRANADA GRANDIOSO SECA
5032601-,503260,50326001-POMELO CHANDLER SECO
5032602-,503260,50326002-POMELO HIRADO BUTAN SECO
5032603-,503260,50326003-POMELO LIANG PING YAU SECO
5032604-,503260,50326004-POMELO PANDA WANGI SECO
5032605-,503260,50326005-POMELO ROSADO SECO
5032606-,503260,50326006-POMELO SHADDOCK ROJO SECO
5032607-,503260,50326007-POMELO SIAMESE DULCE SECO
5032608-,503260,50326008-POMELO WAINGWRIGHT SECO
5032611-,503261,50326101-MEMBRILLO CAMPEÓN SECO
5032612-,503261,50326102-MEMBRILLO PIÑA SECO
5032613-,503261,50326103-MEMBRILLO SMYMA SECO
5032621-,503262,50326201-FRAMBUESA AMERICANA ROJA SECA
5032622-,503262,50326202-FRAMBUESA BAILEY REINASLAND SECA
5032623-,503262,50326203-FRAMBUESA NEGRA SECA
5032624-,503262,50326204-FRAMBUESA OSCURA SECA
5032625-,503262,50326205-FRAMBUESA DELICIOSA SECA
5032626-,503262,50326206-FRAMBUESA ENANO FOCKE SECA
5032627-,503262,50326207-FRAMBUESA FOCKE HOJAGRIS SECA
5032628-,503262,50326208-FRAMBUESA FOCKE FRESA SECA
5032629-,503262,50326209-FRAMBUESA  FOCKE AMARILLO HIMALAYA SECA
50326210-,503262,50326210-FRAMBUESA DORADO SEC
50326211-,503262,50326211-FRAMBUESA GRIS NUEVO MEXICO SECA
50326212-,503262,50326212-FRAMBUESA JEPSON BLANCOBARK SECA
50326213-,503262,50326213-FRAMBUESA KELLOGS SAN DIEGO SECA
50326214-,503262,50326214-FRAMBUESA LEUCODEMIS BLANCOBARK SECA
50326215-,503262,50326215-FRAMBUESA MUNZ CUYAMACA SECA
50326216-,503262,50326216-FRAMBUESA PECK BARTONS SECA
50326217-,503262,50326217-FRAMBUESA FLOR MORADA SECA
50326218-,503262,50326218-FRAMBUESA ROADSIDE SECA
50326219-,503262,50326219-FRAMBUESA SAN DIEGO SECA
50326220-,503262,50326220-FRAMBUESA NIEVE SECA
50326221-,503262,50326221-FRAMBUESA PICO DE NIEVE SECA
50326222-,503262,50326222-FRAMBUESA HOJA DE FRESA SECA
50326223-,503262,50326223-FRAMBUESA CULTIVO DULCE SECA
50326224-,503262,50326224-FRAMBUESA TOR Y GRIS BLANCOBARK SECA
50326225-,503262,50326225-FRAMBUESA CARIBE SECA
50326226-,503262,50326226-FRAMBUESA BLANCOBARK SECA
50326227-,503262,50326227-FRAMBUESA VINO SECA
50326228-,503262,50326228-FRAMBUESA HIMALAYA AMARILLO SECA
50326229-,503262,50326229-FRAMBUESA YU-SHAN SECA
5032631-,503263,50326301-RUIBARBO CRIMSON ROJO SECO
5032632-,503263,50326302-RUIBARBO CHAMPAGNE TEMPRANA SECO
5032633-,503263,50326303-RUIBARBO GLASREY PERPETUAL  SECO
5032634-,503263,50326304-RUIBARBO SUTTON SECO
5032635-,503263,50326305-RUIBARBO TIMPERLEY TEMPRANO SECO
5032636-,503263,50326306-RUIBARBO VALENTINA SECO
5032637-,503263,50326307-RUIBARBO VICTORIA SECO
5032638-,503263,50326308-RUIBARBO ZWOLLE DE CEMILLA SECO
5032639-,503263,50326309-RUIBARBO MACDONALD SECO
50326310-,503263,50326310-RUIBARBO TILDEN SECO
5032641-,503264,50326401-ESCARAMUJO ROSA BRIER SECO
5032642-,503264,50326402-ESCARAMUJO ROSA ELEGANTE SECO
5032643-,503264,50326403-ESCARAMUJO ROSA RUGOSA SECO
5032644-,503264,50326404-ESCARAMUJO ROSA BURNET O SCOTCH SECO
5032651-,503265,50326501-SAPOTE BLANCO SECO
5032652-,503265,50326502-SAPOTE NEGRO SECO
5032661-,503266,50326601-BAYA MIELMADERA SASKATOON SECA
5032662-,503266,50326602-BAYA NORTHLINE SASKATOON SECA
5032663-,503266,50326603-BAYA SASKATOON AHUMADO SECA
5032664-,503266,50326604-BAYA SASKATOON THIESSEN SECA
5032671-,503267,50326701-FRESA CHANDLER SECA
5032672-,503267,50326702-FRESA RUMBO JUNIO SECA
5032673-,503267,50326703-FRESA RUMBO SIEMPRE SECA
5032681-,503268,50326801-MANZANA KAMPONG MALVE DULCE SECA
5032682-,503268,50326802-MANZANA DULCE SIN PEPA SECA
5032683-,503268,50326803-MANZANA DULCE THAI LESSAND SECA
5032691-,503269,50326901-TAMARINDO AMBERLEA DORADO SECO
5032692-,503269,50326902-TAMARINDO CALVO DORADO SECO
5032693-,503269,50326903-TAMARINDO MINA DE ORO SECO
5032694-,503269,50326904-TAMARINDO ORATIA ROJO SECO
5032695-,503269,50326905-TAMARINDO BEAU ROJO SECO
5032696-,503269,50326906-TAMARINDO DELICIA ROJA SECO
5032701-,503270,50327001-CUPANIA SECA
5032702-,503270,50327002-BABACO SECO
5032703-,503270,50327003-BANANA FLOR SECA
5032704-,503270,50327004-BAOBAB SECA
5032705-,503270,50327005-NARANJA AGRIA SECA
5032706-,503270,50327006-CANISTEL SECA
5032707-,503270,50327007-BAYA NUBLOSA SECA
5032708-,503270,50327008-COCO SECO
5032709-,503270,50327009-BAYA DREW SECA
50327010-,503270,50327010-DURIAN SECA
50327011-,503270,50327011-BAYA ELDER SECA
50327012-,503270,50327012-FEIJOA SECA
50327013-,503270,50327013-MORA SECA
50327014-,503270,50327014-CRETAEGUS SECA
50327015-,503270,50327015-BAYA MIEL SECA
50327016-,503270,50327016-JACA SECA
50327017-,503270,50327017-JAMBOLAN SECA
50327018-,503270,50327018-JUJUBE SECA
50327019-,503270,50327019-LICHES SECOS 
50327020-,503270,50327020-MANGOSTINOS SECOS
50327021-,503270,50327021-MEDLAR SECA
50327022-,503270,50327022-MOMBINES SECA
50327023-,503270,50327023-MONSTERA SECA
50327024-,503270,50327024-PEPINOS SECO
50327025-,503270,50327025-PLATONO SECO
50327026-,503270,50327026-PERAS EN ESCABECHE SECA
50327027-,503270,50327027-MAMONSILLO SECO
50327028-,503270,50327028-RAMBUTÁN SECO
50327029-,503270,50327029-MANZANA ROSA SECA
50327030-,503270,50327030-ROSELE SECA
50327031-,503270,50327031-BAYA ROWAN SECA
50327032-,503270,50327032-BAYA BUCKHOM DE MAR SECA
50327033-,503270,50327033-BAYA PLATA SECA
50327034-,503270,50327034-BAYA SORBETE SECO
50327035-,503270,50327035-GUANABANA SECA
50327036-,503270,50327036-MANZANA ESTRELLA SECA
50327037-,503270,50327037-TAMARINDO SECO
5032711-,503271,50327101-ARONIA MAGIA DE OTOÑO SECA
5032712-,503271,50327102-ARONIA BRILLANTÍSIMA SECA
5032713-,503271,50327103-ARONIA NERO SECA
5032714-,503271,50327104-ARONIA VIQUINGO SECA
5032721-,503272,50327201-ACEITUNAS AGRINION SECA
5032722-,503272,50327202-ACEITUNAS ALEPPO SECA
5032723-,503272,50327203-ACEITUNAS  ALFONSO SECA
5032724-,503272,50327204-ACEITUNAS  AMFISA SECA
5032725-,503272,50327205-ACEITUNAS  ARAUCO SECA
5032726-,503272,50327206-ACEITUNAS  ARBEQUINA SECA
5032727-,503272,50327207-ACEITUNAS  ATLANTA SECA
5032728-,503272,50327208-ACEITUNAS  CERIGNOLA SECA
5032729-,503272,50327209-ACEITUNAS  CRACKED PROVENCAL SECA
50327210-,503272,50327210-ACEITUNAS  EMPELTRE SECA
50327211-,503272,50327211-ACEITUNAS GAETA  SECA
50327212-,503272,50327212-ACEITUNAS HONDOELIA SECA
50327213-,503272,50327213-ACEITUNAS KALAMATA SECA
50327214-,503272,50327214-ACEITUNAS KURA SECA
50327215-,503272,50327215-ACEITUNAS LIGURIAN SECA
50327216-,503272,50327216-ACEITUNAS LUCQUE SECA
50327217-,503272,50327217-ACEITUNAS LUGANO SECA
50327218-,503272,50327218-ACEITUNAS MANZANILLA SECA
50327219-,503272,50327219-ACEITUNAS MARCHE SECA
50327220-,503272,50327220-ACEITUNAS MISIÓN SECA
50327221-,503272,50327221-ACEITUNAS NAFPLION VERDE SECA
50327222-,503272,50327222-ACEITUNAS NICOISE SECA
50327223-,503272,50327223-ACEITUNAS NYONS SECA
50327224-,503272,50327224-ACEITUNAS PICHOLINE SECA
50327225-,503272,50327225-ACEITUNAS PONENTINE SECA
50327226-,503272,50327226-ACEITUNAS ROYAL SECA
50327227-,503272,50327227-ACEITUNAS SERACENA SECA
50327228-,503272,50327228-ACEITUNAS SEVILLANO SECA
50327229-,503272,50327229-ACEITUNAS SICILIAN SECA
50327230-,503272,50327230-ACEITUNAS TOSCANELLA SECA
5033151-,503315,50331501-MANZANAS AKANE ORGÁNICAS SECAS
5033152-,503315,50331502-MANZANA AMBROSIA ORGÁNICAS SECA
5033153-,503315,50331503-MANZANAS API ORGÁNICAS SECAS
5033154-,503315,50331504-MANZANAS BALDWIN ORGÁNICAS SECAS 
5033155-,503315,50331505-MANZANAS BRABUM ORGÁNICAS SECAS 
5033156-,503315,50331506-MANZANAS BRAMLEY ORGÁNICAS SECAS 
5033157-,503315,50331507-MANZANA JOVEN BRAMLEY ORGÁNIC
5033158-,503315,50331508-MANZANA CALVILLE BLANCHE D’HIVER ORGÁNIC
5033159-,503315,50331509-MANZANA CAMEO ORGÁNICAS SECA
50331510-,503315,50331510-MANZANA CHARLES ROSS ORGÁNICAS SECA
50331511-,503315,50331511-MANZANA CODLIN ORGÁNICAS SECA
50331512-,503315,50331512-MANZANA CORTLAND ORGÁNICAS SECA
50331513-,503315,50331513-MANZANA COSTARD ORGÁNICAS SECA
50331514-,503315,50331514-MANZANA COURT PENDU PLAT ORGÁNICAS SECA
50331515-,503315,50331515-MANZANA  COX´S ORANGE PIPPIN ORGÁNICAS SECA
50331516-,503315,50331516-MANZANA CRAB ORGÁNICAS SECA
50331517-,503315,50331517-MANZANA CRISPIN ORGÁNICAS SECA
50331518-,503315,50331518-MANZANA DELICIOUS ORGÁNICAS SECA
50331519-,503315,50331519-MANZANA DUCHESS ORGÁNICAS SECA
50331520-,503315,50331520-MANZANA EARLIGOLD ORGÁNICAS SECA
50331521-,503315,50331521-MANZANA EARLY MCINTOSH ORGÁNICAS SECA
50331522-,503315,50331522-MANZANA ELSTAR ORGÁNICAS SECA
50331523-,503315,50331523-MANZANA EMPIRE ORGÁNICAS SECA
50331524-,503315,50331524-MANZANA FLOWER OF KENT ORGÁNICAS SECA
50331525-,503315,50331525-MANZANA FIJI ORGÁNICAS SECA
50331526-,503315,50331526-MANZANA GALA ORGÁNICAS SECA
50331527-,503315,50331527-MANZANA GASCOYNE´S SCARLET ORGÁNICAS SECA
50331528-,503315,50331528-MANZANA GILLYFLOWER ORGÁNICAS SECA
50331529-,503315,50331529-MANZANA GINGER GOLD ORGÁNICAS SECA
50331530-,503315,50331530-MANZANA GLADSTONE ORGÁNICAS SECA
50331531-,503315,50331531-MANZANA GLOSTER ORGÁNICAS SECA
50331532-,503315,50331532-MANZANA GOLD SUPREME ORGÁNICAS SECA
50331533-,503315,50331533-MANZANA DORADO DELICIOUS ORGÁNICAS SECA
50331534-,503315,50331534-MANZANA DORADO NOBEL ORGÁNICAS SECA
50331535-,503315,50331535-MANZANA GRANNY SMITH ORGÁNICAS SECA
50331536-,503315,50331536-MANZANA GRAVENSTAIN ORGÁNICAS SECA
50331537-,503315,50331537-MANZANA GREENING ORGÁNICAS SECA
50331538-,503315,50331538-MANZANA GREENSLEEVES ORGÁNICAS SECA
50331539-,503315,50331539-MANZANA HONEYCRISP ORGÁNICAS SECA
50331540-,503315,50331540-MANZANA HOWGATE WONDER ORGÁNICAS SECA
50331541-,503315,50331541-MANZANA ROJA IDA ORGÁNICAS SECA
50331542-,503315,50331542-MANZANA JAMES GRIVES ORGÁNICAS SECA
50331543-,503315,50331543-MANZANA JERSEY MAC ORGÁNICAS SECA
50331544-,503315,50331544-MANZANA JASTER ORGÁNICAS SECA
50331545-,503315,50331545-MANZANA JONAGOLD ORGÁNICAS SECA
50331546-,503315,50331546-MANZANA JONAMAC ORGÁNICAS SECA
50331547-,503315,50331547-MANZANA  JONATHAN  ORGÁNICAS SECA
50331548-,503315,50331548-MANZANA KATY ORGÁNICAS SECA
50331549-,503315,50331549-MANZANA KIDD´S ORANGE ROJA ORGÁNICAS SECA
50331550-,503315,50331550-MANZANA LADY ORGÁNICAS SECA
50331551-,503315,50331551-MANZANA LAW ROMA ORGÁNICAS SECA
50331552-,503315,50331552-MANZANA LAXTON ORGÁNICAS SECA
50331553-,503315,50331553-MANZANA LORD DERBY ORGÁNICAS SECA
50331554-,503315,50331554-MANZANA MACOUN  ORGÁNICAS SECA
50331555-,503315,50331555-MANZANA MCINTOSH ORGÁNICAS SECA
50331556-,503315,50331556-MANZANA MUTSU ORGÁNICAS SECA
50331557-,503315,50331557-MANZANA NEWTOWN PIPPIN ORGÁNICAS SECA
50331558-,503315,50331558-MANZANA NORTHEN SPY ORGÁNICAS SECA ORGÁNICAS SECA
50331559-,503315,50331559-MANZANA ORLEANS REINETTE ORGÁNICAS SECA
50331560-,503315,50331560-MANZANA OZARK GOLD ORGÁNICAS SECA
50331561-,503315,50331561-MANZANA PACIFIC ROSE ORGÁNICAS SECA
50331562-,503315,50331562-MANZANA PAULA ROJA ORGÁNICAS SECA
50331563-,503315,50331563-MANZANA PEAMAIN ORGÁNICAS SECA
50331564-,503315,50331564-MANZANA PINK LADY ORGÁNICAS SECA
50331565-,503315,50331565-MANZANA PIPPIN ORGÁNICAS SECA
50331566-,503315,50331566-MANZANA PITMASTON PINEAPPLE ORGÁNICAS SECA
50331567-,503315,50331567-MANZANA POMME DÁPI ORGÁNICAS SECA
50331568-,503315,50331568-MANZANA PRIME GOLD ORGÁNICAS SECA
50331569-,503315,50331569-MANZANA ROJA ASTRAKHAN ORGÁNICAS SECA
50331570-,503315,50331570-MANZANA ROJA BOSCOOP ORGÁNICAS SECA
50331571-,503315,50331571-MANZANA  ROJA CHIEF ORGÁNICAS SECA
50331572-,503315,50331572-MANZANA ROJA DELICIOUS ORGÁNICAS SECA
50331573-,503315,50331573-MANZANA ROJA GRVENSTAIN ORGÁNICAS SECA
50331574-,503315,50331574-MANZANA RE ROMA ORGÁNICAS SECA
50331575-,503315,50331575-MANZANAROJA STAYMAN ORGÁNICAS SECA
50331576-,503315,50331576-MANZANA ROJA YORK ORGÁNICAS SECA
50331577-,503315,50331577-MANZANA REINETTE ORGÁNICAS SECA
50331578-,503315,50331578-MANZANA ROMA BEUTY ORGÁNICAS SECA
50331579-,503315,50331579-MANZANA RUSSET ORGÁNICAS SECA
50331580-,503315,50331580-MANZANA SIERRA BEATY ORGÁNICAS SECA
50331581-,503315,50331581-MANZANA SPARTAN ORGÁNICAS SECA
50331582-,503315,50331582-MANZANA STARK CRIMSON ORGÁNICAS SECA
50331583-,503315,50331583-MANZANA STARREY ORGÁNICAS SECA
50331584-,503315,50331584-MANZANA STAYMAN ORGÁNICAS SECA
50331585-,503315,50331585-MANZANA STAYMAN WINESAP ORGÁNICAS SECA
50331586-,503315,50331586-MANZANA SUMMER RAMBO ORGÁNICAS SECA
50331587-,503315,50331587-MANZANA TSUGARU ORGÁNICAS SECA
50331588-,503315,50331588-MANZANA TWENTY OUNCE ORGÁNICAS SECA
50331589-,503315,50331589-MANZANA TYDEMAN ROJA ORGÁNICAS SECA
50331590-,503315,50331590-MANZANA VISTABELLA ORGÁNICAS SECA
50331591-,503315,50331591-MANZANA WEATLEY ORGÁNICAS SECA
50331592-,503315,50331592-MANZANA BLANCO JOANETINE ORGÁNICAS SECA
50331593-,503315,50331593-MANZANA BLANCO TRANSPARENT ORGÁNICAS SECA
50331594-,503315,50331594-MANZANA WINESAP ORGÁNICAS SECA
50331595-,503315,50331595-MANZANA WORCESTER ORGÁNICAS SECA
50331596-,503315,50331596-MANZANA YORK IMPERIAL ORGÁNICAS SECA
5033161-,503316,50331601-ABARICOQUES AMBERCOT ORGÁNICAS SECA
5033162-,503316,50331602-ALBARICOQUES APACHE ORGÁNICAS SECA
5033163-,503316,50331603-ALBARICOQUES BRITTANY GOLD ORGÁNICAS SECA
5033164-,503316,50331604-ALBARICOQUE NEGRO ORGÁNICAS SECA
5033165-,503316,50331605-ALBARICOQUE BLENHEIM ORGÁNICAS SECA
5033166-,503316,50331606-ALBARICOQUE BONNY ORGÁNICAS SECA
5033167-,503316,50331607-ALBARICOQUE BILUDA ORGÁNICAS SECA
5033168-,503316,50331608-ALBARICOQUE CASTLEBRITE ORGÁNICAS SECA
5033169-,503316,50331609-ALBARICOQUE  CLUTHA GOLD ORGÁNICAS SECA
50331610-,503316,50331610-ALBARICOQUE CLUTHA SUN ORGÁNICAS SECA
50331611-,503316,50331611-ALBARICOQUE DERBY ROYAL ORGÁNICAS SECA
50331612-,503316,50331612-ALBARICOQUE DINA ORGÁNICAS SECA
50331613-,503316,50331613-ALBARICOQUE EARLICOT ORGÁNICAS SECA
50331614-,503316,50331614-ALBARICOQUE EARLIMAN ORGÁNICAS SECA
50331615-,503316,50331615-ALBARICOQUE EARLY BRIGHT ORGÁNICAS SECA
50331616-,503316,50331616-ALBARICOQUE  FLAMING GOLD ORGÁNICAS SECA
50331617-,503316,50331617-ALBARICOQUE FRENSO ORGÁNICAS SECA
50331618-,503316,50331618-ALBARICOQUE GOLD BRIGHT ORGÁNICAS SECA
50331619-,503316,50331619-ALBARICOQUE GOLDBAR ORGÁNICAS SECA
50331620-,503316,50331620-ALBARICOQUE DORADO SWEET ORGÁNICAS SECA
50331621-,503316,50331621-ALBARICOQUE GOLDRICH ORGÁNICAS SECA
50331622-,503316,50331622-ALBARICOQUE HELENA ORGÁNICAS SECA
50331623-,503316,50331623-ALBARICOQUE HONEYCOT ORGÁNICAS SECA
50331624-,503316,50331624-ALBARICOQUE IMPERIAL ORGÁNICAS SECA
50331625-,503316,50331625-ALBARICOQUE JORDANNE ORGÁNICAS SECA
50331626-,503316,50331626-ALBARICOQUE JUMBO COT ORGÁNICAS SECA
50331627-,503316,50331627-ALBARICOQUE KANDY KOT ORGÁNICAS SECA
50331628-,503316,50331628-ALBARICOQUE KATY ORGÁNICAS SECA
50331629-,503316,50331629-ALBARICOQUE REY ORGÁNICAS SECA
50331630-,503316,50331630-ALBARICOQUE LAMBERTIN ORGÁNICAS SECA
50331631-,503316,50331631-ALBARICOQUE LOMA ORGÁNICAS SECA
50331632-,503316,50331632-ALBARICOQUE LULU BELLE ORGÁNICAS SECA
50331633-,503316,50331633-ALBARICOQUE MODESTO ORGÁNICAS SECA
